"year","start","s_lat","s_long","finish","f_lat","f_long","commute_time","avail","weekday"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,6.99509448348342,0,"Thurs"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,13.9901889669668,5,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,13.9901889669668,0,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,13.9901889669668,1,"Fri"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,24.482830692192,3,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,6.99509448348342,3,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,6.99509448348342,2,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,17.4877362087086,3,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,3.49754724174171,4,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,20.9852834504503,2,"Fri"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,3.49754724174171,3,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,13.9901889669668,2,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,24.482830692192,4,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,10.4926417252251,0,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,10.4926417252251,0,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,13.9901889669668,3,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,6.99509448348342,4,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,13.9901889669668,0,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,10.4926417252251,3,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,10.4926417252251,3,"Mon"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,0,2,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,3.49754724174171,2,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,27.9803779339337,1,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,13.9901889669668,2,"Mon"
2024,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,3.49754724174171,1,"Mon"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,0,2,"Wed"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,4,"Wed"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,1,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,9.25146463827875,1,"Wed"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,9.25146463827875,2,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,11.5643307978484,1,"Wed"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,16.1900631169878,2,"Wed"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,1,"Fri"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,13.8771969574181,3,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,11.5643307978484,0,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,4.62573231913937,2,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,4,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,13.8771969574181,2,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,11.5643307978484,2,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,0,"Thurs"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,18.5029292765575,1,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,3,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,2.31286615956969,5,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,0,2,"Wed"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,0,"Wed"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,13.8771969574181,2,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,11.5643307978484,0,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,1,"Wed"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,11.5643307978484,1,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,9.25146463827875,1,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,6.93859847870906,1,"Wed"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,8.71860313125029,4,"Thurs"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,6.97488250500023,6,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,8.71860313125029,4,"Wed"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,17.4372062625006,1,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,12.2060443837504,7,"Tue"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,13.9497650100005,3,"Thurs"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,12.2060443837504,4,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,6.97488250500023,3,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,5.23116187875017,4,"Thurs"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,10.4623237575003,0,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,15.6934856362505,7,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,12.2060443837504,1,"Thurs"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,12.2060443837504,4,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,6.97488250500023,2,"Thurs"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,6.97488250500023,4,"Thurs"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,17.4372062625006,2,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,2.60022961377346,2,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,1.73348640918231,1,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,1.73348640918231,1,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,3.46697281836461,1,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,5.20045922754692,1,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,1.73348640918231,1,"Fri"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,4.33371602295577,2,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,1.73348640918231,2,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,6.06720243213807,1,"Wed"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,1.73348640918231,2,"Fri"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,4.33371602295577,1,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,0.866743204591153,2,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,3.46697281836461,2,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,3.46697281836461,2,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,4.33371602295577,2,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,6.06720243213807,2,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,4.33371602295577,2,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,3.46697281836461,2,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,5.20045922754692,2,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,0.866743204591153,0,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,6.06720243213807,3,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,4.33371602295577,2,"Tue"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,3.46697281836461,4,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,4.33371602295577,3,"Thurs"
2024,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,1.73348640918231,4,"Thurs"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,7.78140984133077,0,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,5.55814988666484,0,"Mon"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,7.78140984133077,0,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,2.22325995466594,1,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,4.44651990933187,0,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,3.3348899319989,0,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,5.55814988666484,1,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,10.0046697959967,1,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,10.0046697959967,0,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,6.66977986399781,1,"Fri"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,8.89303981866374,2,"Fri"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,7.78140984133077,2,"Mon"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,6.66977986399781,2,"Fri"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,7.78140984133077,0,"Fri"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,6.66977986399781,0,"Fri"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,6.66977986399781,1,"Fri"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,3.3348899319989,1,"Fri"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,23.1622083374485,1,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,15.4414722249657,0,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,7.72073611248285,4,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,10.2943148166438,3,"Fri"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,0,3,"Wed"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,12.8678935208047,0,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,2.57357870416095,1,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,10.2943148166438,2,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,15.4414722249657,2,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,0,1,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,10.2943148166438,2,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,18.0150509291266,2,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,10.2943148166438,1,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,10.2943148166438,2,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,12.8678935208047,3,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,15.4414722249657,1,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,18.0150509291266,1,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,15.4414722249657,4,"Thurs"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,15.4414722249657,1,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,5.1471574083219,3,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,18.0150509291266,2,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,5.1471574083219,1,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,5.1471574083219,1,"Tue"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,14.7116009743971,4,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,29.4232019487942,3,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,9.8077339829314,3,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,49.038669914657,2,"Wed"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,29.4232019487942,6,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,29.4232019487942,2,"Thurs"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,29.4232019487942,2,"Thurs"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,14.7116009743971,3,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,29.4232019487942,4,"Thurs"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,24.5193349573285,1,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,34.3270689402599,2,"Wed"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,29.4232019487942,3,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,14.7116009743971,3,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,29.4232019487942,2,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,14.7116009743971,7,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,19.6154679658628,5,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,24.5193349573285,4,"Thurs"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,4.9038669914657,3,"Fri"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,9.8077339829314,1,"Thurs"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,9.8077339829314,2,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,9.8077339829314,1,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,29.4232019487942,3,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.09495534094946,3,"Mon"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.82492556824909,2,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.82492556824909,3,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.45994045459927,1,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.45994045459927,2,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.45994045459927,1,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.45994045459927,1,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.82492556824909,1,"Mon"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,0.729970227299637,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.09495534094946,1,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,2.55489579554873,6,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.82492556824909,2,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,2.18991068189891,2,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,0.729970227299637,1,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,2.18991068189891,2,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.09495534094946,1,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.09495534094946,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,2.55489579554873,3,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,0.364985113649818,0,"Tue"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,0.364985113649818,3,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,2.18991068189891,4,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.45994045459927,2,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.09495534094946,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,0.729970227299637,3,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.82492556824909,5,"Mon"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,21.3485605741368,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,21.3485605741368,0,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,0,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,21.3485605741368,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,14.2323737160912,0,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,21.3485605741368,0,"Mon"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,10.6742802870684,0,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,14.2323737160912,0,"Mon"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,10.6742802870684,0,"Thurs"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,10.6742802870684,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,24.9066540031596,0,"Tue"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,3.5580934290228,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,3.5580934290228,0,"Thurs"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,14.2323737160912,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,10.6742802870684,0,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,10.6742802870684,0,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,7.11618685804561,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,10.6742802870684,0,"Tue"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,24.9066540031596,0,"Mon"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,14.2323737160912,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,3.5580934290228,0,"Wed"
