"year","start","s_lat","s_long","finish","f_lat","f_long","commute_time","avail","weekday"
2023,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,2.10648479182498,1,"Wed"
2023,"Sants",4137.58,213.74,"Gracia",4140.92,215.7,19.1385917128548,0,"Mon"
2024,"Gothic Quarter",4138.39,217.74,"Barceloneta",4138.03,218.94,5.44800757575856,3,"Tue"
2024,"Barceloneta",4138.03,218.94,"Poble Sec",4137.24,216.18,9.17487208259595,0,"Wed"
2024,"Poble Sec",4137.24,216.18,"Sarria",4140.17,212.8,21.7355492748476,0,"Fri"
2023,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,16.1576045132387,0,"Thurs"
2024,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,20.2789609242565,2,"Tue"
2023,"Gracia",4140.92,215.7,"Eixample",4139.02,216.24,3.74185750063095,0,"Wed"
2024,"Sants",4137.58,213.74,"Sants",4137.58,213.74,2.84475016728975,3,"Tue"
2024,"El Born",4138.57,218.27,"El Raval",4138.09,216.77,20.9966271515715,0,"Thurs"
2024,"Barceloneta",4138.03,218.94,"Sarria",4140.17,212.8,75.0027044362827,0,"Wed"
2024,"Barceloneta",4138.03,218.94,"Sarria",4140.17,212.8,53.5733603116305,0,"Mon"
2023,"Eixample",4139.02,216.24,"Barceloneta",4138.03,218.94,11.7867191531599,0,"Thurs"
2023,"Eixample",4139.02,216.24,"Sant Antoni",4137.84,216.45,12.0747400519304,0,"Thurs"
2023,"Sarria",4140.17,212.8,"Gracia",4140.92,215.7,12.529713911008,0,"Thurs"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,31.556917426719,3,"Thurs"
2024,"Eixample",4139.02,216.24,"El Raval",4138.09,216.77,3.17171051540538,1,"Fri"
2024,"Eixample",4139.02,216.24,"Sants",4137.58,213.74,40.4163563501516,0,"Tue"
2023,"Eixample",4139.02,216.24,"El Raval",4138.09,216.77,0.52861841923423,0,"Fri"
2023,"Sarria",4140.17,212.8,"Sants",4137.58,213.74,12.4182118630248,0,"Tue"
2023,"El Raval",4138.09,216.77,"Gothic Quarter",4138.39,217.74,37.6530231221109,0,"Fri"
2023,"Gracia",4140.92,215.7,"Gracia",4140.92,215.7,13.6373467395426,0,"Mon"
2023,"Gracia",4140.92,215.7,"Sants",4137.58,213.74,38.0879866368336,0,"Tue"
2024,"Sarria",4140.17,212.8,"Eixample",4139.02,216.24,23.0605537081719,1,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Barceloneta",4138.03,218.94,4.35840606060685,1,"Tue"
2023,"Gracia",4140.92,215.7,"Gothic Quarter",4138.39,217.74,6.90082185611241,0,"Thurs"
2024,"Sants",4137.58,213.74,"Sarria",4140.17,212.8,14.2306911937784,0,"Tue"
2023,"Sants",4137.58,213.74,"Gothic Quarter",4138.39,217.74,14.8495999596798,0,"Mon"
2023,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,4.21296958364997,1,"Thurs"
2023,"Barceloneta",4138.03,218.94,"Sarria",4140.17,212.8,21.4293441246522,2,"Fri"
2023,"Sants",4137.58,213.74,"Sant Antoni",4137.84,216.45,13.8211072493524,1,"Thurs"
2023,"Eixample",4139.02,216.24,"Sants",4137.58,213.74,17.3212955786364,0,"Tue"
2024,"Poble Sec",4137.24,216.18,"Sants",4137.58,213.74,8.56892802105211,0,NA
2024,"Gracia",4140.92,215.7,"Poble Sec",4137.24,216.18,7.7698473842642,3,"Thurs"
2024,"Sants",4137.58,213.74,"Eixample",4139.02,216.24,11.6464215379895,0,"Tue"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,79.1162997733297,1,"Mon"
2023,"Gothic Quarter",4138.39,217.74,"Eixample",4139.02,216.24,10.6935267924868,0,"Wed"
2023,"Sarria",4140.17,212.8,"Gracia",4140.92,215.7,16.7062852146773,0,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,48.472813539716,0,"Thurs"
2024,"Eixample",4139.02,216.24,"Poble Sec",4137.24,216.18,14.2917106083148,4,"Tue"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,40.6071960295122,1,"Mon"
2023,"Sarria",4140.17,212.8,"Gothic Quarter",4138.39,217.74,16.9827177704939,1,"Tue"
2023,"Gothic Quarter",4138.39,217.74,"Sarria",4140.17,212.8,34.1086248276723,2,"Fri"
2023,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,40.5579218485129,4,"Tue"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,17.2430681560336,0,"Wed"
2023,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,23.7388330205701,0,"Thurs"
2024,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,11.8694165102851,3,"Thurs"
2023,"Poble Sec",4137.24,216.18,"Barceloneta",4138.03,218.94,13.3800761637678,0,"Wed"
2024,"Barceloneta",4138.03,218.94,"Sants",4137.58,213.74,25.2043965595355,0,"Fri"
2024,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,40.3940112830966,0,"Fri"
2023,"Barceloneta",4138.03,218.94,"Sarria",4140.17,212.8,32.1440161869783,1,"Thurs"
2024,"El Born",4138.57,218.27,"Barceloneta",4138.03,218.94,0.731863674604121,3,"Thurs"
2023,"El Born",4138.57,218.27,"Eixample",4139.02,216.24,2.43684017508293,0,"Fri"
2024,"El Born",4138.57,218.27,"Gracia",4140.92,215.7,19.5110234873051,1,"Fri"
2023,"Sant Antoni",4137.84,216.45,"Sant Antoni",4137.84,216.45,2.28817167235538,1,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Eixample",4139.02,216.24,13.3669084906085,0,"Wed"
2023,"Barceloneta",4138.03,218.94,"El Born",4138.57,218.27,25.3204407494107,0,"Tue"
2023,"Gothic Quarter",4138.39,217.74,"Sants",4137.58,213.74,16.3555216785467,0,"Wed"
2024,"Barceloneta",4138.03,218.94,"Eixample",4139.02,216.24,12.3934338642407,1,"Tue"
2024,"El Born",4138.57,218.27,"Gothic Quarter",4138.39,217.74,2.20638524015364,0,"Fri"
2024,"Barceloneta",4138.03,218.94,"Sarria",4140.17,212.8,42.8586882493044,0,"Thurs"
2023,"Gracia",4140.92,215.7,"Poble Sec",4137.24,216.18,19.4246184606605,3,"Thurs"
2023,"Sants",4137.58,213.74,"Poble Sec",4137.24,216.18,26.0719995884169,0,"Thurs"
2024,"Sarria",4140.17,212.8,"El Born",4138.57,218.27,29.0721673403982,1,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"Poble Sec",4137.24,216.18,10.2945507130399,1,"Thurs"
2024,"Eixample",4139.02,216.24,"Gracia",4140.92,215.7,11.7264093889972,0,"Tue"
2024,"Eixample",4139.02,216.24,"Eixample",4139.02,216.24,3.76321688431512,6,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,32.3152090264773,0,"Thurs"
2023,"Sants",4137.58,213.74,"Sants",4137.58,213.74,2.03196440520696,1,"Tue"
2023,"Eixample",4139.02,216.24,"Poble Sec",4137.24,216.18,11.9097588402623,3,"Tue"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,63.2930398186638,1,"Fri"
2024,"Sants",4137.58,213.74,"Sants",4137.58,213.74,3.25114304833114,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Sarria",4140.17,212.8,16.7525940098438,0,"Mon"
2024,"Sant Antoni",4137.84,216.45,"Poble Sec",4137.24,216.18,16.6362314913163,0,"Fri"
2024,"Gracia",4140.92,215.7,"Poble Sec",4137.24,216.18,11.6547710763963,0,"Thurs"
2023,"Sarria",4140.17,212.8,"Gothic Quarter",4138.39,217.74,16.9827177704939,2,"Wed"
2023,"Gracia",4140.92,215.7,"Sants",4137.58,213.74,22.8527919821002,0,"Tue"
2023,"El Born",4138.57,218.27,"Gothic Quarter",4138.39,217.74,6.61915572046091,1,"Mon"
2023,"El Born",4138.57,218.27,"Barceloneta",4138.03,218.94,0.548897755953091,3,"Thurs"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,39.1165112602144,0,"Tue"
2024,"Gothic Quarter",4138.39,217.74,"Sants",4137.58,213.74,32.7110433570935,3,"Wed"
2024,"Eixample",4139.02,216.24,"Barceloneta",4138.03,218.94,13.4705361750399,2,"Thurs"
2023,"Sants",4137.58,213.74,"Sarria",4140.17,212.8,21.3460367906676,0,"Tue"
2023,"Sarria",4140.17,212.8,"Sarria",4140.17,212.8,1.42612075916636,1,"Wed"
2023,"Eixample",4139.02,216.24,"Sants",4137.58,213.74,34.6425911572728,0,"Tue"
2024,"Gracia",4140.92,215.7,"Sarria",4140.17,212.8,26.1952369339115,0,"Tue"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,61.044498416529,3,"Fri"
2023,"Gracia",4140.92,215.7,"El Raval",4138.09,216.77,8.03026960045184,3,"Wed"
2024,"Barceloneta",4138.03,218.94,"Sarria",4140.17,212.8,32.1440161869783,3,"Thurs"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,78.2330225204288,6,"Wed"
2023,"Gracia",4140.92,215.7,"Eixample",4139.02,216.24,2.80639312547321,0,"Thurs"
2023,"Eixample",4139.02,216.24,"Poble Sec",4137.24,216.18,4.76390353610493,6,"Tue"
2023,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,3.15972718773747,1,"Thurs"
2024,"Sants",4137.58,213.74,"Gothic Quarter",4138.39,217.74,29.6991999193595,0,"Wed"
2024,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,11.8694165102851,1,"Thurs"
2023,"Poble Sec",4137.24,216.18,"El Raval",4138.09,216.77,12.7676695138314,1,"Wed"
2023,"Eixample",4139.02,216.24,"El Raval",4138.09,216.77,4.22894735387384,5,"Fri"
2024,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,2.68149741481074,0,"Mon"
2023,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,10.1394804621282,3,"Wed"
2024,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,2.68149741481074,1,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,8.07880225661933,0,"Wed"
2024,"Sarria",4140.17,212.8,"Sarria",4140.17,212.8,0.950747172777572,0,"Wed"
2023,"El Born",4138.57,218.27,"Sarria",4140.17,212.8,15.6352732573361,1,"Tue"
2024,"Eixample",4139.02,216.24,"Sants",4137.58,213.74,5.7737651928788,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Barceloneta",4138.03,218.94,17.2664173129147,0,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Sants",4137.58,213.74,17.1378560421042,0,"Tue"
2024,"Sarria",4140.17,212.8,"El Born",4138.57,218.27,65.4123765158959,3,"Mon"
2024,"El Born",4138.57,218.27,"Gracia",4140.92,215.7,12.1943896795657,1,"Thurs"
2023,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,0.536299482962147,1,"Tue"
2024,"Gracia",4140.92,215.7,"Eixample",4139.02,216.24,1.87092875031547,1,"Thurs"
2023,"Sant Antoni",4137.84,216.45,"Sarria",4140.17,212.8,27.9209900164064,3,"Mon"
2024,"Gracia",4140.92,215.7,"Sant Antoni",4137.84,216.45,13.759893968358,0,"Tue"
2024,"El Raval",4138.09,216.77,"Eixample",4139.02,216.24,8.69183377197544,0,"Wed"
2023,"Eixample",4139.02,216.24,"Poble Sec",4137.24,216.18,11.9097588402623,2,"Tue"
2023,"El Raval",4138.09,216.77,"El Raval",4138.09,216.77,62.9643217850942,0,"Tue"
2023,"El Born",4138.57,218.27,"Poble Sec",4137.24,216.18,20.2616837827635,0,"Fri"
2023,"Sants",4137.58,213.74,"Sarria",4140.17,212.8,17.788363992223,0,"Wed"
2023,"Eixample",4139.02,216.24,"Sants",4137.58,213.74,17.3212955786364,0,"Tue"
2023,"Sarria",4140.17,212.8,"Sarria",4140.17,212.8,0.633831448518381,0,"Wed"
2024,"El Raval",4138.09,216.77,"Eixample",4139.02,216.24,69.5346701758035,2,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.83952497279509,4,NA
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,12.7973681566967,3,"Tue"
2023,"Poble Sec",4137.24,216.18,"Sants",4137.58,213.74,25.7067840631563,0,"Fri"
2024,"Sants",4137.58,213.74,"Sant Antoni",4137.84,216.45,24.1869376863668,1,"Thurs"
2024,"El Born",4138.57,218.27,"Sants",4137.58,213.74,37.1684882257989,3,"Tue"
2023,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,14.8367706378563,2,"Thurs"
2024,"El Born",4138.57,218.27,"Poble Sec",4137.24,216.18,13.507789188509,0,"Fri"
2024,"El Raval",4138.09,216.77,"Gothic Quarter",4138.39,217.74,62.7550385368515,0,"Wed"
2023,"Poble Sec",4137.24,216.18,"Poble Sec",4137.24,216.18,23.0914994460132,0,"Tue"
2024,"Sants",4137.58,213.74,"Barceloneta",4138.03,218.94,23.44573470042,2,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Eixample",4139.02,216.24,1.88628361167366,0,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,31.556917426719,3,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Sants",4137.58,213.74,5.97680729312921,0,"Thurs"
2023,"Sant Antoni",4137.84,216.45,"Sant Antoni",4137.84,216.45,2.28817167235538,0,"Thurs"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,63.2930398186638,1,"Fri"
2023,"Sants",4137.58,213.74,"El Raval",4138.09,216.77,13.8259896730618,1,"Tue"
2023,"Poble Sec",4137.24,216.18,"Sants",4137.58,213.74,17.1378560421042,0,"Fri"
2023,"El Raval",4138.09,216.77,"El Raval",4138.09,216.77,17.9898062243126,2,"Tue"
2023,"Gracia",4140.92,215.7,"Sants",4137.58,213.74,30.4703893094669,0,"Tue"
2023,"El Born",4138.57,218.27,"Gracia",4140.92,215.7,17.072145551392,1,"Tue"
2024,"Sarria",4140.17,212.8,"Poble Sec",4137.24,216.18,9.6113066482788,0,"Tue"
2023,"Poble Sec",4137.24,216.18,"El Raval",4138.09,216.77,22.343421649205,1,"Thurs"
2024,"Eixample",4139.02,216.24,"Gothic Quarter",4138.39,217.74,2.49507685214745,0,"Fri"
2024,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,10.5324239591249,3,"Thurs"
2024,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,30.4184413863847,6,"Tue"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,63.2930398186638,1,"Fri"
2023,"Sants",4137.58,213.74,"Sants",4137.58,213.74,1.62557152416557,3,"Tue"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,31.556917426719,4,"Thurs"
2023,"Sant Antoni",4137.84,216.45,"Gothic Quarter",4138.39,217.74,12.7507920222781,0,"Fri"
2024,"Sant Antoni",4137.84,216.45,"Sants",4137.58,213.74,29.884036465646,0,"Thurs"
2023,"Sants",4137.58,213.74,"Sarria",4140.17,212.8,7.1153455968892,0,"Mon"
2024,"Sants",4137.58,213.74,"Barceloneta",4138.03,218.94,31.26097960056,0,"Thurs"
2024,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,80.7880225661932,0,"Thurs"
2023,"Sant Antoni",4137.84,216.45,"Sarria",4140.17,212.8,44.6735840262502,0,"Mon"
2023,"Poble Sec",4137.24,216.18,"El Raval",4138.09,216.77,12.7676695138314,1,"Wed"
2023,"El Born",4138.57,218.27,"Sarria",4140.17,212.8,54.7234564006763,2,"Tue"
2023,"Gracia",4140.92,215.7,"Sants",4137.58,213.74,38.0879866368336,0,"Tue"
2024,"Sarria",4140.17,212.8,"Sant Antoni",4137.84,216.45,30.3893529750869,0,"Wed"
2023,"Barceloneta",4138.03,218.94,"El Born",4138.57,218.27,14.4688232853776,0,"Tue"
2024,"El Born",4138.57,218.27,"El Raval",4138.09,216.77,11.9980726580408,0,"Thurs"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,60.8537619457105,1,"Thurs"
2024,"Barceloneta",4138.03,218.94,"Sant Antoni",4137.84,216.45,31.4036537337885,0,"Wed"
2023,"Eixample",4139.02,216.24,"Eixample",4139.02,216.24,1.88160844215756,4,"Mon"
2023,"Sant Antoni",4137.84,216.45,"Poble Sec",4137.24,216.18,9.24235082850907,0,"Fri"
2024,"Sant Antoni",4137.84,216.45,"Sants",4137.58,213.74,23.9072291725168,0,"Thurs"
2023,"Sants",4137.58,213.74,"Sant Antoni",4137.84,216.45,6.91055362467622,2,"Thurs"
2024,"El Born",4138.57,218.27,"El Raval",4138.09,216.77,8.99855449353063,0,"Thurs"
2023,"El Born",4138.57,218.27,"Gothic Quarter",4138.39,217.74,4.41277048030727,1,"Fri"
2023,"Barceloneta",4138.03,218.94,"Poble Sec",4137.24,216.18,36.6994883303838,0,"Wed"
2023,"Barceloneta",4138.03,218.94,"Sants",4137.58,213.74,12.6021982797677,1,"Fri"
2024,"Gothic Quarter",4138.39,217.74,"Sarria",4140.17,212.8,5.68477080461205,2,"Fri"
2023,"Barceloneta",4138.03,218.94,"Barceloneta",4138.03,218.94,7.35446431748854,1,"Mon"
2023,"Eixample",4139.02,216.24,"Sant Antoni",4137.84,216.45,16.9046360727025,0,"Thurs"
2024,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,5.93470825514253,3,"Thurs"
2023,"Gracia",4140.92,215.7,"Gothic Quarter",4138.39,217.74,20.7024655683372,0,"Wed"
2024,"Poble Sec",4137.24,216.18,"Gothic Quarter",4138.39,217.74,5.76784359223148,0,"Thurs"
2024,"Sants",4137.58,213.74,"Poble Sec",4137.24,216.18,10.4287998353667,0,"Thurs"
2024,"Gracia",4140.92,215.7,"El Raval",4138.09,216.77,10.0378370005648,3,"Wed"
2023,"El Raval",4138.09,216.77,"El Raval",4138.09,216.77,35.9796124486253,1,"Wed"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,63.1138348534379,1,"Thurs"
2024,"Gothic Quarter",4138.39,217.74,"Sant Antoni",4137.84,216.45,2.81119191664199,5,"Tue"
2024,"Gothic Quarter",4138.39,217.74,"Eixample",4139.02,216.24,10.6935267924868,0,"Wed"
2024,"Sants",4137.58,213.74,"Sants",4137.58,213.74,3.25114304833114,1,"Tue"
2023,"Barceloneta",4138.03,218.94,"El Born",4138.57,218.27,21.7032349280663,0,"Tue"
2024,"Sants",4137.58,213.74,"Sant Antoni",4137.84,216.45,6.91055362467622,3,"Thurs"
2023,"Poble Sec",4137.24,216.18,"Gothic Quarter",4138.39,217.74,5.76784359223148,3,"Thurs"
2024,"Gracia",4140.92,215.7,"Gothic Quarter",4138.39,217.74,20.7024655683372,0,"Wed"
2023,"Eixample",4139.02,216.24,"Poble Sec",4137.24,216.18,7.1458553041574,2,"Tue"
2024,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,1.07259896592429,1,"Mon"
2024,"Gracia",4140.92,215.7,"Poble Sec",4137.24,216.18,19.4246184606605,0,"Tue"
2024,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,4.29039586369718,0,"Wed"
2023,"Gracia",4140.92,215.7,"Sant Antoni",4137.84,216.45,13.759893968358,0,"Tue"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,48.895639075268,3,"Thurs"
2024,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,2.68149741481074,0,"Wed"
2024,"El Born",4138.57,218.27,"Sants",4137.58,213.74,9.29212205644971,5,"Wed"
2024,"Barceloneta",4138.03,218.94,"Eixample",4139.02,216.24,9.91474709139255,0,"Tue"
2023,"Sants",4137.58,213.74,"Barceloneta",4138.03,218.94,39.0762245007,3,"Thurs"
2024,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,35.4881816174488,5,"Tue"
2023,"Gracia",4140.92,215.7,"Eixample",4139.02,216.24,3.74185750063095,1,"Thurs"
2023,"Barceloneta",4138.03,218.94,"Poble Sec",4137.24,216.18,9.17487208259595,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Eixample",4139.02,216.24,8.02014509436511,0,"Wed"
2024,"Sant Antoni",4137.84,216.45,"El Born",4138.57,218.27,56.5715762363549,0,"Wed"
2024,"Poble Sec",4137.24,216.18,"Gracia",4140.92,215.7,33.5764863656457,1,"Fri"
2023,"El Born",4138.57,218.27,"Sants",4137.58,213.74,18.5842441128994,4,"Thurs"
2023,"Gracia",4140.92,215.7,"Sant Antoni",4137.84,216.45,20.639840952537,0,"Tue"
2023,"Poble Sec",4137.24,216.18,"Gothic Quarter",4138.39,217.74,2.30713743689259,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,1.05324239591249,1,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"El Born",4138.57,218.27,12.1482823362016,0,"Wed"
2023,"Sant Antoni",4137.84,216.45,"Sarria",4140.17,212.8,11.1683960065626,2,"Mon"
2024,"El Born",4138.57,218.27,"Eixample",4139.02,216.24,7.3105205252488,2,"Fri"
2023,"El Born",4138.57,218.27,"El Raval",4138.09,216.77,8.99855449353063,0,"Fri"
2023,"Gracia",4140.92,215.7,"Gracia",4140.92,215.7,5.84457717408969,1,"Thurs"
